( fax: [
    customer_id("ALFKI"), "030-0076545";
    order_id(10451) -> "",
    order_id(10452) -> "ID",
    order_id(10453) -> "Essex",
    order_id(10454) -> "",
    order_id(10455) -> "",
    order_id(10456) -> "",
    order_id(10457) -> "",
    order_id(10458) -> "",
    order_id(10459) -> "",
    order_id(10460) -> "",
    order_id(10461) -> "Lara",
    order_id(10462) -> "",
    order_id(10463) -> "",
    order_id(10464) -> "",
    order_id(10465) -> "",
    order_id(10466) -> "SP",
    order_id(10467) -> "",
    order_id(10468) -> "",
    order_id(10469) -> "WA",
    order_id(10470) -> "",
    order_id(10471) -> "",
    order_id(10472) -> "",
    order_id(10473) -> "Isle of Wight",
    order_id(10474) -> "",
    order_id(10475) -> "",
    order_id(10476) -> "Tchira",
    order_id(10477) -> "",
    order_id(10478) -> "",
    order_id(10479) -> "NM",
    order_id(10480) -> "",
    order_id(10481) -> "RJ",
    order_id(10482) -> "WA",
    order_id(10483) -> "WA",
    order_id(10484) -> "",
    order_id(10485) -> "Nueva Esparta",
    order_id(10486) -> "Tchira",
    order_id(10487) -> "SP",
    order_id(10488) -> "",
    order_id(10489) -> "",
    order_id(10490) -> "Tchira",
    order_id(10491) -> "",
    order_id(10492) -> "BC",
    order_id(10493) -> "",
    order_id(10494) -> "SP",
    order_id(10495) -> "BC",
    order_id(10496) -> "SP",
    order_id(10497) -> "",
    order_id(10498) -> "Tchira",
    order_id(10499) -> "Lara",
    order_id(10500) -> "",
    order_id(10501) -> "",
    order_id(10502) -> "",
    order_id(10503) -> "Co. Cork",
    order_id(10504) -> "WA",
    order_id(10505) -> "Qubec",
    order_id(10506) -> "",
    order_id(10507) -> "",
    order_id(10508) -> "",
    order_id(10509) -> "",
    order_id(10510) -> "ID",
    order_id(10511) -> "",
    order_id(10512) -> "SP",
    order_id(10513) -> "",
    order_id(10514) -> "",
    order_id(10515) -> "",
    order_id(10516) -> "Co. Cork",
    order_id(10517) -> "",
    order_id(10518) -> "",
    order_id(10519) -> "",
    order_id(10520) -> "",
    order_id(10521) -> "",
    order_id(10522) -> "",
    order_id(10523) -> "",
    order_id(10524) -> "",
    order_id(10525) -> "",
    order_id(10526) -> "",
    order_id(10527) -> "",
    order_id(10528) -> "OR",
    order_id(10529) -> "",
    order_id(10530) -> "",
    order_id(10531) -> "",
    order_id(10532) -> "",
    order_id(10533) -> "",
    order_id(10534) -> "",
    order_id(10535) -> "",
    order_id(10536) -> "",
    order_id(10537) -> "",
    order_id(10538) -> "",
    order_id(10539) -> "",
    order_id(10540) -> "",
    order_id(10541) -> "RJ",
    order_id(10542) -> "",
    order_id(10543) -> "Lara",
    order_id(10544) -> "OR",
    order_id(10545) -> "WA",
    order_id(10546) -> "",
    order_id(10547) -> "",
    order_id(10548) -> "",
    order_id(10549) -> "",
    order_id(10550) -> "",
    order_id(10551) -> "",
    order_id(10552) -> "Tchira",
    order_id(10553) -> "",
    order_id(10554) -> "",
    order_id(10555) -> "ID",
    order_id(10556) -> "",
    order_id(10557) -> "",
    order_id(10558) -> "Essex",
    order_id(10559) -> "",
    order_id(10560) -> "",
    order_id(10561) -> "",
    order_id(10562) -> "",
    order_id(10563) -> "RJ",
    order_id(10564) -> "NM",
    order_id(10565) -> "Qubec",
    order_id(10566) -> "",
    order_id(10567) -> "Co. Cork",
    order_id(10568) -> "",
    order_id(10569) -> "NM",
    order_id(10570) -> "Qubec",
    order_id(10571) -> "",
    order_id(10572) -> "",
    order_id(10573) -> "",
    order_id(10574) -> "WA",
    order_id(10575) -> "",
    order_id(10576) -> "",
    order_id(10577) -> "WA",
    order_id(10578) -> "",
    order_id(10579) -> "CA",
    order_id(10580) -> "",
    order_id(10581) -> "SP",
    order_id(10582) -> "",
    order_id(10583) -> "",
    order_id(10584) -> "",
    order_id(10585) -> "SP",
    order_id(10586) -> "",
    order_id(10587) -> "RJ",
    order_id(10588) -> "",
    order_id(10589) -> "OR",
    order_id(10590) -> "Qubec",
    order_id(10591) -> "",
    order_id(10592) -> "",
    order_id(10593) -> "",
    order_id(10594) -> "AK",
    order_id(10595) -> "",
    order_id(10596) -> "WA",
    order_id(10597) -> "",
    order_id(10598) -> "NM",
    order_id(10599) -> "",
    order_id(10600) -> "OR",
    order_id(10601) -> "Tchira",
    order_id(10602) -> "",
    order_id(10603) -> "ID",
    order_id(10604) -> "",
    order_id(10605) -> "Qubec",
    order_id(10606) -> "SP",
    order_id(10607) -> "ID",
    order_id(10608) -> "",
    order_id(10609) -> "",
    order_id(10610) -> "",
    order_id(10611) -> "",
    order_id(10612) -> "ID",
    order_id(10613) -> "Tchira",
    order_id(10614) -> "",
    order_id(10615) -> "",
    order_id(10616) -> "OR",
    order_id(10617) -> "OR",
    order_id(10618) -> "Qubec",
    order_id(10619) -> "Qubec",
    order_id(10620) -> "BC",
    order_id(10621) -> "Isle of Wight",
    order_id(10622) -> "RJ",
    order_id(10623) -> "",
    order_id(10624) -> "MT",
    order_id(10625) -> "",
    order_id(10626) -> "",
    order_id(10627) -> "ID",
    order_id(10628) -> "",
    order_id(10629) -> "",
    order_id(10630) -> "",
    order_id(10631) -> "",
    order_id(10632) -> "",
    order_id(10633) -> "",
    order_id(10634) -> "",
    order_id(10635) -> "",
    order_id(10636) -> "",
    order_id(10637) -> "SP",
    order_id(10638) -> "Nueva Esparta",
    order_id(10639) -> "",
    order_id(10640) -> "",
    order_id(10641) -> "Tchira",
    order_id(10642) -> "",
    order_id(10643) -> "",
    order_id(10644) -> "SP",
    order_id(10645) -> "RJ",
    order_id(10646) -> "Co. Cork",
    order_id(10647) -> "RJ",
    order_id(10648) -> "RJ",
    order_id(10649) -> "",
    order_id(10650) -> "SP",
    order_id(10651) -> "",
    order_id(10652) -> "SP",
    order_id(10653) -> "",
    order_id(10654) -> "",
    order_id(10655) -> "",
    order_id(10656) -> "OR",
    order_id(10657) -> "ID",
    order_id(10658) -> "",
    order_id(10659) -> "SP",
    order_id(10660) -> "OR",
    order_id(10661) -> "Co. Cork",
    order_id(10662) -> "OR",
    order_id(10663) -> "",
    order_id(10664) -> "",
    order_id(10665) -> "OR",
    order_id(10666) -> "",
    order_id(10667) -> "",
    order_id(10668) -> "",
    order_id(10669) -> "",
    order_id(10670) -> "",
    order_id(10671) -> "",
    order_id(10672) -> "",
    order_id(10673) -> "",
    order_id(10674) -> "Isle of Wight",
    order_id(10675) -> "",
    order_id(10676) -> "",
    order_id(10677) -> "",
    order_id(10678) -> "ID",
    order_id(10679) -> "",
    order_id(10680) -> "AK",
    order_id(10681) -> "OR",
    order_id(10682) -> "",
    order_id(10683) -> "",
    order_id(10684) -> "",
    order_id(10685) -> "SP",
    order_id(10686) -> "",
    order_id(10687) -> "Co. Cork",
    order_id(10688) -> "",
    order_id(10689) -> "",
    order_id(10690) -> "RJ",
    order_id(10691) -> "",
    order_id(10692) -> "",
    order_id(10693) -> "WA",
    order_id(10694) -> "",
    order_id(10695) -> "",
    order_id(10696) -> "WA",
    order_id(10697) -> "Nueva Esparta",
    order_id(10698) -> "",
    order_id(10699) -> "",
    order_id(10700) -> "ID",
    order_id(10701) -> "Co. Cork",
    order_id(10702) -> "",
    order_id(10703) -> "",
    order_id(10704) -> "SP",
    order_id(10705) -> "Tchira",
    order_id(10706) -> "AK",
    order_id(10707) -> "Essex",
    order_id(10708) -> "OR",
    order_id(10709) -> "SP",
    order_id(10710) -> "",
    order_id(10711) -> "ID",
    order_id(10712) -> "Co. Cork",
    order_id(10713) -> "ID",
    order_id(10714) -> "ID",
    order_id(10715) -> "",
    order_id(10716) -> "",
    order_id(10717) -> "",
    order_id(10718) -> "",
    order_id(10719) -> "CA",
    order_id(10720) -> "RJ",
    order_id(10721) -> "",
    order_id(10722) -> "ID",
    order_id(10723) -> "WA",
    order_id(10724) -> "Qubec",
    order_id(10725) -> "SP",
    order_id(10726) -> "",
    order_id(10727) -> "",
    order_id(10728) -> "SP",
    order_id(10729) -> "Nueva Esparta",
    order_id(10730) -> "",
    order_id(10731) -> "",
    order_id(10732) -> "",
    order_id(10733) -> "",
    order_id(10734) -> "SP",
    order_id(10735) -> "CA",
    order_id(10736) -> "Co. Cork",
    order_id(10737) -> "",
    order_id(10738) -> "",
    order_id(10739) -> "",
    order_id(10740) -> "WA",
    order_id(10741) -> "Essex",
    order_id(10742) -> "BC",
    order_id(10743) -> "Essex",
    order_id(10744) -> "",
    order_id(10745) -> "",
    order_id(10746) -> "",
    order_id(10747) -> "",
    order_id(10748) -> "ID",
    order_id(10749) -> "Isle of Wight",
    order_id(10750) -> "",
    order_id(10751) -> "",
    order_id(10752) -> "",
    order_id(10753) -> "",
    order_id(10754) -> "",
    order_id(10755) -> "",
    order_id(10756) -> "WY",
    order_id(10757) -> "ID",
    order_id(10758) -> "",
    order_id(10759) -> "",
    order_id(10760) -> "",
    order_id(10761) -> "NM",
    order_id(10762) -> "",
    order_id(10763) -> "",
    order_id(10764) -> "",
    order_id(10765) -> "",
    order_id(10766) -> "",
    order_id(10767) -> "",
    order_id(10768) -> "Essex",
    order_id(10769) -> "",
    order_id(10770) -> "RJ",
    order_id(10771) -> "",
    order_id(10772) -> "",
    order_id(10773) -> "",
    order_id(10774) -> "",
    order_id(10775) -> "MT",
    order_id(10776) -> "",
    order_id(10777) -> "SP",
    order_id(10778) -> "",
    order_id(10779) -> "",
    order_id(10780) -> "Lara",
    order_id(10781) -> "",
    order_id(10782) -> "",
    order_id(10783) -> "RJ",
    order_id(10784) -> "",
    order_id(10785) -> "DF",
    order_id(10786) -> "SP",
    order_id(10787) -> "",
    order_id(10788) -> "",
    order_id(10789) -> "",
    order_id(10790) -> "SP",
    order_id(10791) -> "",
    order_id(10792) -> "",
    order_id(10793) -> "Essex",
    order_id(10794) -> "RJ",
    order_id(10795) -> "",
    order_id(10796) -> "Tchira",
    order_id(10797) -> "",
    order_id(10798) -> "Isle of Wight",
    order_id(10799) -> "",
    order_id(10800) -> "",
    order_id(10801) -> "",
    order_id(10802) -> "",
    order_id(10803) -> "SP",
    order_id(10804) -> "",
    order_id(10805) -> "OR",
    order_id(10806) -> "",
    order_id(10807) -> "",
    order_id(10808) -> "AK",
    order_id(10809) -> "SP",
    order_id(10810) -> "BC",
    order_id(10811) -> "Nueva Esparta",
    order_id(10812) -> "",
    order_id(10813) -> "RJ",
    order_id(10814) -> "",
    order_id(10815) -> "ID",
    order_id(10816) -> "OR",
    order_id(10817) -> "",
    order_id(10818) -> "",
    order_id(10819) -> "",
    order_id(10820) -> "NM",
    order_id(10821) -> "WY",
    order_id(10822) -> "WA",
    order_id(10823) -> "Lara",
    order_id(10824) -> "",
    order_id(10825) -> "",
    order_id(10826) -> "",
    order_id(10827) -> "",
    order_id(10828) -> "",
    order_id(10829) -> "Isle of Wight",
    order_id(10830) -> "SP",
    order_id(10831) -> "",
    order_id(10832) -> "",
    order_id(10833) -> "",
    order_id(10834) -> "SP",
    order_id(10835) -> "",
    order_id(10836) -> "",
    order_id(10837) -> "",
    order_id(10838) -> "Nueva Esparta",
    order_id(10839) -> "SP",
    order_id(10840) -> "Nueva Esparta",
    order_id(10841) -> "",
    order_id(10842) -> "",
    order_id(10843) -> "",
    order_id(10844) -> "",
    order_id(10845) -> "",
    order_id(10846) -> "",
    order_id(10847) -> "ID",
    order_id(10848) -> "",
    order_id(10849) -> "",
    order_id(10850) -> "",
    order_id(10851) -> "RJ",
    order_id(10852) -> "NM",
    order_id(10853) -> "",
    order_id(10854) -> "",
    order_id(10855) -> "AK",
    order_id(10856) -> "",
    order_id(10857) -> "",
    order_id(10858) -> "",
    order_id(10859) -> "",
    order_id(10860) -> "",
    order_id(10861) -> "WA",
    order_id(10862) -> "",
    order_id(10863) -> "Tchira",
    order_id(10864) -> "Essex",
    order_id(10865) -> "",
    order_id(10866) -> "",
    order_id(10867) -> "OR",
    order_id(10868) -> "SP",
    order_id(10869) -> "",
    order_id(10870) -> "",
    order_id(10871) -> "",
    order_id(10872) -> "",
    order_id(10873) -> "",
    order_id(10874) -> "",
    order_id(10875) -> "",
    order_id(10876) -> "",
    order_id(10877) -> "RJ",
    order_id(10878) -> "",
    order_id(10879) -> "",
    order_id(10880) -> "",
    order_id(10881) -> "",
    order_id(10882) -> "ID",
    order_id(10883) -> "OR",
    order_id(10884) -> "CA",
    order_id(10885) -> "",
    order_id(10886) -> "RJ",
    order_id(10887) -> "",
    order_id(10888) -> "",
    order_id(10889) -> "NM",
    order_id(10890) -> "",
    order_id(10891) -> "",
    order_id(10892) -> "",
    order_id(10893) -> "",
    order_id(10894) -> "ID",
    order_id(10895) -> "",
    order_id(10896) -> "",
    order_id(10897) -> "Co. Cork",
    order_id(10898) -> "",
    order_id(10899) -> "Lara",
    order_id(10900) -> "SP",
    order_id(10901) -> "Tchira",
    order_id(10902) -> "",
    order_id(10903) -> "RJ",
    order_id(10904) -> "WA",
    order_id(10905) -> "SP",
    order_id(10906) -> "",
    order_id(10907) -> "",
    order_id(10908) -> "",
    order_id(10909) -> "",
    order_id(10910) -> "",
    order_id(10911) -> "",
    order_id(10912) -> "Co. Cork",
    order_id(10913) -> "SP",
    order_id(10914) -> "SP",
    order_id(10915) -> "",
    order_id(10916) -> "",
    order_id(10917) -> "",
    order_id(10918) -> "BC",
    order_id(10919) -> "Nueva Esparta",
    order_id(10920) -> "Essex",
    order_id(10921) -> "",
    order_id(10922) -> "RJ",
    order_id(10923) -> "",
    order_id(10924) -> "",
    order_id(10925) -> "RJ",
    order_id(10926) -> "",
    order_id(10927) -> "",
    order_id(10928) -> "",
    order_id(10929) -> "",
    order_id(10930) -> "",
    order_id(10931) -> "",
    order_id(10932) -> "",
    order_id(10933) -> "Isle of Wight",
    order_id(10934) -> "",
    order_id(10935) -> "SP",
    order_id(10936) -> "OR",
    order_id(10937) -> "",
    order_id(10938) -> "",
    order_id(10939) -> "",
    order_id(10940) -> "",
    order_id(10941) -> "ID",
    order_id(10942) -> "",
    order_id(10943) -> "",
    order_id(10944) -> "BC",
    order_id(10945) -> "",
    order_id(10946) -> "",
    order_id(10947) -> "",
    order_id(10948) -> "",
    order_id(10949) -> "BC",
    order_id(10950) -> "",
    order_id(10951) -> "",
    order_id(10952) -> "",
    order_id(10953) -> "Essex",
    order_id(10954) -> "Nueva Esparta",
    order_id(10955) -> "",
    order_id(10956) -> "",
    order_id(10957) -> "Tchira",
    order_id(10958) -> "",
    order_id(10959) -> "SP",
    order_id(10960) -> "Tchira",
    order_id(10961) -> "SP",
    order_id(10962) -> "",
    order_id(10963) -> "",
    order_id(10964) -> "",
    order_id(10965) -> "AK",
    order_id(10966) -> "",
    order_id(10967) -> "",
    order_id(10968) -> "",
    order_id(10969) -> "SP",
    order_id(10970) -> "",
    order_id(10971) -> "",
    order_id(10972) -> "",
    order_id(10973) -> "",
    order_id(10974) -> "WY",
    order_id(10975) -> "BC",
    order_id(10976) -> "Tchira",
    order_id(10977) -> "",
    order_id(10978) -> "",
    order_id(10979) -> "",
    order_id(10980) -> "",
    order_id(10981) -> "RJ",
    order_id(10982) -> "BC",
    order_id(10983) -> "ID",
    order_id(10984) -> "ID",
    order_id(10985) -> "Co. Cork",
    order_id(10986) -> "",
    order_id(10987) -> "",
    order_id(10988) -> "NM",
    order_id(10989) -> "RJ",
    order_id(10990) -> "",
    order_id(10991) -> "",
    order_id(10992) -> "OR",
    order_id(10993) -> "",
    order_id(10994) -> "",
    order_id(10995) -> "",
    order_id(10996) -> "",
    order_id(10997) -> "Lara",
    order_id(10998) -> "",
    order_id(10999) -> "",
    order_id(11000) -> "NM",
    order_id(11001) -> "",
    order_id(11002) -> "ID",
    order_id(11003) -> "MT",
    order_id(11004) -> "",
    order_id(11005) -> "",
    order_id(11006) -> "OR",
    order_id(11007) -> "",
    order_id(11008) -> "",
    order_id(11009) -> "",
    order_id(11010) -> "",
    order_id(11011) -> "",
    order_id(11012) -> "",
    order_id(11013) -> "",
    order_id(11014) -> "Nueva Esparta",
    order_id(11015) -> "",
    order_id(11016) -> "Essex",
    order_id(11017) -> "",
    order_id(11018) -> "OR",
    order_id(11019) -> "",
    order_id(11020) -> "",
    order_id(11021) -> "",
    order_id(11022) -> "RJ",
    order_id(11023) -> "",
    order_id(11024) -> "",
    order_id(11025) -> "",
    order_id(11026) -> "",
    order_id(11027) -> "BC",
    order_id(11028) -> "",
    order_id(11029) -> "",
    order_id(11030) -> "ID",
    order_id(11031) -> "ID",
    order_id(11032) -> "WA",
    order_id(11033) -> "",
    order_id(11034) -> "AK",
    order_id(11035) -> "",
    order_id(11036) -> "",
    order_id(11037) -> "",
    order_id(11038) -> "",
    order_id(11039) -> "Nueva Esparta",
    order_id(11040) -> "OR",
    order_id(11041) -> "",
    order_id(11042) -> "SP",
    order_id(11043) -> "",
    order_id(11044) -> "",
    order_id(11045) -> "BC",
    order_id(11046) -> "",
    order_id(11047) -> "",
    order_id(11048) -> "BC",
    order_id(11049) -> "SP",
    order_id(11050) -> "",
    order_id(11051) -> "",
    order_id(11052) -> "RJ",
    order_id(11053) -> "",
    order_id(11054) -> "",
    order_id(11055) -> "Tchira",
    order_id(11056) -> "",
    order_id(11057) -> "",
    order_id(11058) -> "",
    order_id(11059) -> "RJ",
    order_id(11060) -> "",
    order_id(11061) -> "OR",
    order_id(11062) -> "",
    order_id(11063) -> "Co. Cork",
    order_id(11064) -> "ID",
    order_id(11065) -> "Lara",
    order_id(11066) -> "WA",
    order_id(11067) -> "",
    order_id(11068) -> "SP",
    order_id(11069) -> "",
    order_id(11070) -> "",
    order_id(11071) -> "Lara",
    order_id(11072) -> "",
    order_id(11073) -> "",
    order_id(11074) -> "",
    order_id(11075) -> "",
    order_id(11076) -> "",
    order_id(11077) -> "NM"
  ],
  supplier_id: [
    product_id(1), supplier_id(1);
    product_id(2), supplier_id(1);
    product_id(3), supplier_id(1);
    product_id(4), supplier_id(2);
    product_id(5), supplier_id(2);
    product_id(6), supplier_id(3);
    product_id(7), supplier_id(3);
    product_id(8), supplier_id(3);
    product_id(9), supplier_id(4);
    product_id(10), supplier_id(4);
    product_id(11), supplier_id(5);
    product_id(12), supplier_id(5);
    product_id(13), supplier_id(6);
    product_id(14), supplier_id(6);
    product_id(15), supplier_id(6);
    product_id(16), supplier_id(7);
    product_id(17), supplier_id(7);
    product_id(18), supplier_id(7);
    product_id(19), supplier_id(8);
    product_id(20), supplier_id(8);
    product_id(21), supplier_id(8);
    product_id(22), supplier_id(9);
    product_id(23), supplier_id(9);
    product_id(24), supplier_id(10);
    product_id(25), supplier_id(11);
    product_id(26), supplier_id(11);
    product_id(27), supplier_id(11);
    product_id(28), supplier_id(12);
    product_id(29), supplier_id(12);
    product_id(30), supplier_id(13);
    product_id(31), supplier_id(14);
    product_id(32), supplier_id(14);
    product_id(33), supplier_id(15);
    product_id(34), supplier_id(16);
    product_id(35), supplier_id(16);
    product_id(36), supplier_id(17);
    product_id(37), supplier_id(17);
    product_id(38), supplier_id(18);
    product_id(39), supplier_id(18);
    product_id(40), supplier_id(19);
    product_id(41), supplier_id(19);
    product_id(42), supplier_id(20);
    product_id(43), supplier_id(20);
    product_id(44), supplier_id(20);
    product_id(45), supplier_id(21);
    product_id(46), supplier_id(21);
    product_id(47), supplier_id(22);
    product_id(48), supplier_id(22);
    product_id(49), supplier_id(23);
    product_id(50), supplier_id(23);
    product_id(51), supplier_id(24);
    product_id(52), supplier_id(24);
    product_id(53), supplier_id(24);
    product_id(54), supplier_id(25);
    product_id(55), supplier_id(25);
    product_id(56), supplier_id(26);
    product_id(57), supplier_id(26);
    product_id(58), supplier_id(27);
    product_id(59), supplier_id(28);
    product_id(60), supplier_id(28);
    product_id(61), supplier_id(29);
    product_id(62), supplier_id(29);
    product_id(63), supplier_id(7);
    product_id(64), supplier_id(12);
    product_id(65), supplier_id(2);
    product_id(66), supplier_id(2);
    product_id(67), supplier_id(16);
    product_id(68), supplier_id(8);
    product_id(69), supplier_id(15);
    product_id(70), supplier_id(7);
    product_id(71), supplier_id(15);
    product_id(72), supplier_id(14);
    product_id(73), supplier_id(17);
    product_id(74), supplier_id(4);
    product_id(75), supplier_id(12);
    product_id(76), supplier_id(23);
    product_id(77), supplier_id(12)
  ],
  company_name: [
    shipper_id(1) -> "Speedy Express",
    shipper_id(2) -> "United Package",
    shipper_id(3) -> "Federal Shipping",
    customer_id("ALFKI") -> "Alfreds Futterkiste",
    customer_id("ANATR") -> "Ana Trujillo Emparedados y helados",
    customer_id("ANTON") -> "Antonio Moreno Taquera",
    customer_id("AROUT") -> "Around the Horn",
    customer_id("BERGS") -> "Berglunds snabbkp",
    customer_id("BLAUS") -> "Blauer See Delikatessen",
    customer_id("BLONP") -> "Blondesddsl pre et fils",
    customer_id("BOLID") -> "Blido Comidas preparadas",
    customer_id("BONAP") -> "Bon app'",
    customer_id("BOTTM") -> "Bottom-Dollar Markets",
    customer_id("BSBEV") -> "B's Beverages",
    customer_id("CACTU") -> "Cactus Comidas para llevar",
    customer_id("CENTC") -> "Centro comercial Moctezuma",
    customer_id("CHOPS") -> "Chop-suey Chinese",
    customer_id("COMMI") -> "Comrcio Mineiro",
    customer_id("CONSH") -> "Consolidated Holdings",
    customer_id("DRACD") -> "Drachenblut Delikatessen",
    customer_id("DUMON") -> "Du monde entier",
    customer_id("EASTC") -> "Eastern Connection",
    customer_id("ERNSH") -> "Ernst Handel",
    customer_id("FAMIA") -> "Familia Arquibaldo",
    customer_id("FISSA") -> "FISSA Fabrica Inter. Salchichas S.A.",
    customer_id("FOLIG") -> "Folies gourmandes",
    customer_id("FOLKO") -> "Folk och f HB",
    customer_id("FRANK") -> "Frankenversand",
    customer_id("FRANR") -> "France restauration",
    customer_id("FRANS") -> "Franchi S.p.A.",
    customer_id("FURIB") -> "Furia Bacalhau e Frutos do Mar",
    customer_id("GALED") -> "Galera del gastrnomo",
    customer_id("GODOS") -> "Godos Cocina Tpica",
    customer_id("GOURL") -> "Gourmet Lanchonetes",
    customer_id("GREAL") -> "Great Lakes Food Market",
    customer_id("GROSR") -> "GROSELLA-Restaurante",
    customer_id("HANAR") -> "Hanari Carnes",
    customer_id("HILAA") -> "HILARION-Abastos",
    customer_id("HUNGC") -> "Hungry Coyote Import Store",
    customer_id("HUNGO") -> "Hungry Owl All-Night Grocers",
    customer_id("ISLAT") -> "Island Trading",
    customer_id("KOENE") -> "Kniglich Essen",
    customer_id("LACOR") -> "La corne d'abondance",
    customer_id("LAMAI") -> "La maison d'Asie",
    customer_id("LAUGB") -> "Laughing Bacchus Wine Cellars",
    customer_id("LAZYK") -> "Lazy K Kountry Store",
    customer_id("LEHMS") -> "Lehmanns Marktstand",
    customer_id("LETSS") -> "Let's Stop N Shop",
    customer_id("LILAS") -> "LILA-Supermercado",
    customer_id("LINOD") -> "LINO-Delicateses",
    customer_id("LONEP") -> "Lonesome Pine Restaurant",
    customer_id("MAGAA") -> "Magazzini Alimentari Riuniti",
    customer_id("MAISD") -> "Maison Dewey",
    customer_id("MEREP") -> "Mre Paillarde",
    customer_id("MORGK") -> "Morgenstern Gesundkost",
    customer_id("NORTS") -> "North/South",
    customer_id("OCEAN") -> "Ocano Atlntico Ltda.",
    customer_id("OLDWO") -> "Old World Delicatessen",
    customer_id("OTTIK") -> "Ottilies Kseladen",
    customer_id("PARIS") -> "Paris spcialits",
    customer_id("PERIC") -> "Pericles Comidas clsicas",
    customer_id("PICCO") -> "Piccolo und mehr",
    customer_id("PRINI") -> "Princesa Isabel Vinhos",
    customer_id("QUEDE") -> "Que Delcia",
    customer_id("QUEEN") -> "Queen Cozinha",
    customer_id("QUICK") -> "QUICK-Stop",
    customer_id("RANCH") -> "Rancho grande",
    customer_id("RATTC") -> "Rattlesnake Canyon Grocery",
    customer_id("REGGC") -> "Reggiani Caseifici",
    customer_id("RICAR") -> "Ricardo Adocicados",
    customer_id("RICSU") -> "Richter Supermarkt",
    customer_id("ROMEY") -> "Romero y tomillo",
    customer_id("SANTG") -> "Sant Gourmet",
    customer_id("SAVEA") -> "Save-a-lot Markets",
    customer_id("SEVES") -> "Seven Seas Imports",
    customer_id("SIMOB") -> "Simons bistro",
    customer_id("SPECD") -> "Spcialits du monde",
    customer_id("SPLIR") -> "Split Rail Beer & Ale",
    customer_id("SUPRD") -> "Suprmes dlices",
    customer_id("THEBI") -> "The Big Cheese",
    customer_id("THECR") -> "The Cracker Box",
    customer_id("TOMSP") -> "Toms Spezialitten",
    customer_id("TORTU") -> "Tortuga Restaurante",
    customer_id("TRADH") -> "Tradio Hipermercados",
    customer_id("TRAIH") -> "Trail's Head Gourmet Provisioners",
    customer_id("VAFFE") -> "Vaffeljernet",
    customer_id("VICTE") -> "Victuailles en stock",
    customer_id("VINET") -> "Vins et alcools Chevalier",
    customer_id("WANDK") -> "Die Wandernde Kuh",
    customer_id("WARTH") -> "Wartian Herkku",
    customer_id("WELLI") -> "Wellington Importadora",
    customer_id("WHITC") -> "White Clover Markets",
    customer_id("WILMK") -> "Wilman Kala",
    customer_id("WOLZA") -> "Wolski  Zajazd",
    supplier_id(1) -> "Exotic Liquids",
    supplier_id(2) -> "New Orleans Cajun Delights",
    supplier_id(3) -> "Grandma Kelly's Homestead",
    supplier_id(4) -> "Tokyo Traders",
    supplier_id(5) -> "Cooperativa de Quesos 'Las Cabras'",
    supplier_id(6) -> "Mayumi's",
    supplier_id(7) -> "Pavlova, Ltd.",
    supplier_id(8) -> "Specialty Biscuits, Ltd.",
    supplier_id(9) -> "PB Knckebrd AB",
    supplier_id(10) -> "Refrescos Americanas LTDA",
    supplier_id(11) -> "Heli Swaren GmbH & Co. KG",
    supplier_id(12) -> "Plutzer Lebensmittelgromrkte AG",
    supplier_id(13) -> "Nord-Ost-Fisch Handelsgesellschaft mbH",
    supplier_id(14) -> "Formaggi Fortini s.r.l.",
    supplier_id(15) -> "Norske Meierier",
    supplier_id(16) -> "Bigfoot Breweries",
    supplier_id(17) -> "Svensk Sjfda AB",
    supplier_id(18) -> "Aux joyeux ecclsiastiques",
    supplier_id(19) -> "New England Seafood Cannery",
    supplier_id(20) -> "Leka Trading",
    supplier_id(21) -> "Lyngbysild",
    supplier_id(22) -> "Zaanse Snoepfabriek",
    supplier_id(23) -> "Karkki Oy",
    supplier_id(24) -> "G'day, Mate",
    supplier_id(25) -> "Ma Maison",
    supplier_id(26) -> "Pasta Buttini s.r.l.",
    supplier_id(27) -> "Escargots Nouveaux",
    supplier_id(28) -> "Gai pturage",
    supplier_id(29) -> "Forts d'rables"
  ],
  contact_name: [
    customer_id("ALFKI") -> "Maria Anders",
    customer_id("ANATR") -> "Ana Trujillo",
    customer_id("ANTON") -> "Antonio Moreno",
    customer_id("AROUT") -> "Thomas Hardy",
    customer_id("BERGS") -> "Christina Berglund",
    customer_id("BLAUS") -> "Hanna Moos",
    customer_id("BLONP") -> "Frdrique Citeaux",
    customer_id("BOLID") -> "Martn Sommer",
    customer_id("BONAP") -> "Laurence Lebihan",
    customer_id("BOTTM") -> "Elizabeth Lincoln",
    customer_id("BSBEV") -> "Victoria Ashworth",
    customer_id("CACTU") -> "Patricio Simpson",
    customer_id("CENTC") -> "Francisco Chang",
    customer_id("CHOPS") -> "Yang Wang",
    customer_id("COMMI") -> "Pedro Afonso",
    customer_id("CONSH") -> "Elizabeth Brown",
    customer_id("DRACD") -> "Sven Ottlieb",
    customer_id("DUMON") -> "Janine Labrune",
    customer_id("EASTC") -> "Ann Devon",
    customer_id("ERNSH") -> "Roland Mendel",
    customer_id("FAMIA") -> "Aria Cruz",
    customer_id("FISSA") -> "Diego Roel",
    customer_id("FOLIG") -> "Martine Ranc",
    customer_id("FOLKO") -> "Maria Larsson",
    customer_id("FRANK") -> "Peter Franken",
    customer_id("FRANR") -> "Carine Schmitt",
    customer_id("FRANS") -> "Paolo Accorti",
